Sulawesi Barat,SMK,Perempuan,0,0
Maluku Utara,SMK,Perempuan,0,0
Papua Barat,SMK,Perempuan,0,0
Gorontalo,SMK,Perempuan,0,0
Kalimantan Utara,SMK,Perempuan,0,0
Luar Negeri,SMK,Perempuan,0,0
Jawa Barat,SMK,Laki-laki,0,0
Jawa Timur,SMK,Laki-laki,0,0
Jawa Tengah,SMK,Laki-laki,0,0
Sumatera Utara,SMK,Laki-laki,0,0
Banten,SMK,Laki-laki,0,0
Sulawesi Selatan,SMK,Laki-laki,0,0
Sumatera Selatan,SMK,Laki-laki,0,0
Jakarta,SMK,Laki-laki,0,0
Lampung,SMK,Laki-laki,0,0
Nusa Tenggara Timur,SMK,Laki-laki,0,0
Riau,SMK,Laki-laki,0,0
Sumatera Barat,SMK,Laki-laki,0,0
Kalimantan Barat,SMK,Laki-laki,0,0
Aceh,SMK,Laki-laki,0,0
Nusa Tenggara Barat,SMK,Laki-laki,0,0
Bali,SMK,Laki-laki,0,0
Kalimantan Timur,SMK,Laki-laki,0,0
Papua,SMK,Laki-laki,0,0
Jambi,SMK,Laki-laki,0,0
Kalimantan Selatan,SMK,Laki-laki,0,0
Yogyakarta,SMK,Laki-laki,0,0
Sulawesi Tengah,SMK,Laki-laki,0,0
Sulawesi Tenggara,SMK,Laki-laki,0,0
Kalimantan Tengah,SMK,Laki-laki,0,0
Sulawesi Utara,SMK,Laki-laki,0,0
Maluku,SMK,Laki-laki,0,0
Kepulauan Riau,SMK,Laki-laki,0,0
Bengkulu,SMK,Laki-laki,0,0
Kepulauan Bangka Belitung,SMK,Laki-laki,0,0
Sulawesi Barat,SMK,Laki-laki,0,0
Maluku Utara,SMK,Laki-laki,0,0
Papua Barat,SMK,Laki-laki,0,0
Gorontalo,SMK,Laki-laki,0,0
Kalimantan Utara,SMK,Laki-laki,0,0
Luar Negeri,SMK,Laki-laki,0,0
Jawa Barat,SLB,Perempuan,0,0
Jawa Timur,SLB,Perempuan,0,0
Jawa Tengah,SLB,Perempuan,0,0
Sumatera Utara,SLB,Perempuan,0,0
Banten,SLB,Perempuan,0,0
Sulawesi Selatan,SLB,Perempuan,0,0
Sumatera Selatan,SLB,Perempuan,0,0
Jakarta,SLB,Perempuan,0,0
Lampung,SLB,Perempuan,0,0
Nusa Tenggara Timur,SLB,Perempuan,0,0
Riau,SLB,Perempuan,0,0
Sumatera Barat,SLB,Perempuan,0,0
Kalimantan Barat,SLB,Perempuan,0,0
Aceh,SLB,Perempuan,0,0
Nusa Tenggara Barat,SLB,Perempuan,0,0
Bali,SLB,Perempuan,0,0
Kalimantan Timur,SLB,Perempuan,0,0
Papua,SLB,Perempuan,0,0
Jambi,SLB,Perempuan,0,0
Kalimantan Selatan,SLB,Perempuan,0,0
Yogyakarta,SLB,Perempuan,0,0
Sulawesi Tengah,SLB,Perempuan,0,0
Sulawesi Tenggara,SLB,Perempuan,0,0
Kalimantan Tengah,SLB,Perempuan,0,0
Sulawesi Utara,SLB,Perempuan,0,0
Maluku,SLB,Perempuan,0,0
Kepulauan Riau,SLB,Perempuan,0,0
Bengkulu,SLB,Perempuan,0,0
Kepulauan Bangka Belitung,SLB,Perempuan,0,0
Sulawesi Barat,SLB,Perempuan,0,0
Maluku Utara,SLB,Perempuan,0,0
Papua Barat,SLB,Perempuan,0,0
Gorontalo,SLB,Perempuan,0,0
Kalimantan Utara,SLB,Perempuan,0,0
Luar Negeri,SLB,Perempuan,0,0
Jawa Barat,SLB,Laki-laki,0,0
Jawa Timur,SLB,Laki-laki,0,0
Jawa Tengah,SLB,Laki-laki,0,0
Sumatera Utara,SLB,Laki-laki,0,0
Banten,SLB,Laki-laki,0,0
Sulawesi Selatan,SLB,Laki-laki,0,0
Sumatera Selatan,SLB,Laki-laki,0,0
Jakarta,SLB,Laki-laki,0,0
Lampung,SLB,Laki-laki,0,0
Nusa Tenggara Timur,SLB,Laki-laki,0,0
Riau,SLB,Laki-laki,0,0
Sumatera Barat,SLB,Laki-laki,0,0
Kalimantan Barat,SLB,Laki-laki,0,0
Aceh,SLB,Laki-laki,0,0
Nusa Tenggara Barat,SLB,Laki-laki,0,0
Bali,SLB,Laki-laki,0,0
Kalimantan Timur,SLB,Laki-laki,0,0
Papua,SLB,Laki-laki,0,0
Jambi,SLB,Laki-laki,0,0
Kalimantan Selatan,SLB,Laki-laki,0,0
Yogyakarta,SLB,Laki-laki,0,0
Sulawesi Tengah,SLB,Laki-laki,0,0
Sulawesi Tenggara,SLB,Laki-laki,0,0
Kalimantan Tengah,SLB,Laki-laki,0,0
Sulawesi Utara,SLB,Laki-laki,0,0
Maluku,SLB,Laki-laki,0,0
Kepulauan Riau,SLB,Laki-laki,0,0
Bengkulu,SLB,Laki-laki,0,0
Kepulauan Bangka Belitung,SLB,Laki-laki,0,0
Sulawesi Barat,SLB,Laki-laki,0,0
Maluku Utara,SLB,Laki-laki,0,0
Papua Barat,SLB,Laki-laki,0,0
Gorontalo,SLB,Laki-laki,0,0
Kalimantan Utara,SLB,Laki-laki,0,0
Luar Negeri,SLB,Laki-laki,0,0
Jawa Barat,SD,Perempuan,2158889,131546
Jawa Timur,SD,Perempuan,1347137,115433
Jawa Tengah,SD,Perempuan,1352162,105665
Sumatera Utara,SD,Perempuan,815401,77683
Banten,SD,Perempuan,570261,48716
Sulawesi Selatan,SD,Perempuan,435869,39518
Sumatera Selatan,SD,Perempuan,440576,35711
Jakarta,SD,Perempuan,389662,36535
Lampung,SD,Perempuan,402133,31599
Nusa Tenggara Timur,SD,Perempuan,351959,34847
Riau,SD,Perempuan,379988,35801
Sumatera Barat,SD,Perempuan,300147,27596
Kalimantan Barat,SD,Perempuan,279437,32871
Aceh,SD,Perempuan,23373,21798
Nusa Tenggara Barat,SD,Perempuan,244572,22282
Bali,SD,Perempuan,191753,14779
Kalimantan Timur,SD,Perempuan,196668,17487
Papua,SD,Perempuan,198926,18255
Jambi,SD,Perempuan,184327,17095
Kalimantan Selatan,SD,Perempuan,179956,16426
Yogyakarta,SD,Perempuan,156045,15393
Sulawesi Tengah,SD,Perempuan,141511,12827
Sulawesi Tenggara,SD,Perempuan,146817,153
Kalimantan Tengah,SD,Perempuan,134495,13356
Sulawesi Utara,SD,Perempuan,10898,11306
Maluku,SD,Perempuan,105363,8961
Kepulauan Riau,SD,Perempuan,109457,9943
Bengkulu,SD,Perempuan,99232,9061
Kepulauan Bangka Belitung,SD,Perempuan,77951,8046
Sulawesi Barat,SD,Perempuan,73915,6863
Maluku Utara,SD,Perempuan,71951,5867
Papua Barat,SD,Perempuan,62971,5651
Gorontalo,SD,Perempuan,56639,4657
Kalimantan Utara,SD,Perempuan,3732,3311
Luar Negeri,SD,Perempuan,6525,243
Jawa Barat,SD,Laki-laki,2316700,66679
Jawa Timur,SD,Laki-laki,1459529,66984
Jawa Tengah,SD,Laki-laki,1470961,55105
Sumatera Utara,SD,Laki-laki,882429,21713
Banten,SD,Laki-laki,61725,1623
Sulawesi Selatan,SD,Laki-laki,472257,14674
Sumatera Selatan,SD,Laki-laki,479562,17288
Jakarta,SD,Laki-laki,418131,15237
Lampung,SD,Laki-laki,437028,16598
Nusa Tenggara Timur,SD,Laki-laki,394356,9751
Riau,SD,Laki-laki,415042,11562
Sumatera Barat,SD,Laki-laki,331502,10706
Kalimantan Barat,SD,Laki-laki,308354,8115
Aceh,SD,Laki-laki,255519,14327
Nusa Tenggara Barat,SD,Laki-laki,266005,12718
Bali,SD,Laki-laki,208195,9469
Kalimantan Timur,SD,Laki-laki,214136,7465
Papua,SD,Laki-laki,236969,9227
Jambi,SD,Laki-laki,199606,7245
Kalimantan Selatan,SD,Laki-laki,197027,7368
Yogyakarta,SD,Laki-laki,170428,6128
Sulawesi Tengah,SD,Laki-laki,152219,5787
Sulawesi Tenggara,SD,Laki-laki,160134,7371
Kalimantan Tengah,SD,Laki-laki,148755,2923
Sulawesi Utara,SD,Laki-laki,119697,4058
Maluku,SD,Laki-laki,11654,7062
Kepulauan Riau,SD,Laki-laki,118357,4279
Bengkulu,SD,Laki-laki,109975,3756
Kepulauan Bangka Belitung,SD,Laki-laki,84981,3827
Sulawesi Barat,SD,Laki-laki,81477,2686
Maluku Utara,SD,Laki-laki,79285,1512
Papua Barat,SD,Laki-laki,69873,2559
Gorontalo,SD,Laki-laki,61197,2347
Kalimantan Utara,SD,Laki-laki,41045,2129
Luar Negeri,SD,Laki-laki,7024,148
Jawa Barat,SMP,Perempuan,862759,49214
Jawa Timur,SMP,Perempuan,587498,43886
Jawa Tengah,SMP,Perempuan,576827,39515
Sumatera Utara,SMP,Perempuan,321788,2831
Banten,SMP,Perempuan,202918,18851
Sulawesi Selatan,SMP,Perempuan,184473,17155
Sumatera Selatan,SMP,Perempuan,173619,11607
Jakarta,SMP,Perempuan,177705,13788
Lampung,SMP,Perempuan,153591,13961
Nusa Tenggara Timur,SMP,Perempuan,171651,16382
Riau,SMP,Perempuan,128049,13378
Sumatera Barat,SMP,Perempuan,105292,1157
Kalimantan Barat,SMP,Perempuan,116525,134
Aceh,SMP,Perempuan,90275,9495
Nusa Tenggara Barat,SMP,Perempuan,82861,8487
Bali,SMP,Perempuan,91391,6244
Kalimantan Timur,SMP,Perempuan,76438,6674
Papua,SMP,Perempuan,56151,5779
Jambi,SMP,Perempuan,61277,6352
Kalimantan Selatan,SMP,Perempuan,56539,5869
Yogyakarta,SMP,Perempuan,64345,658
Sulawesi Tengah,SMP,Perempuan,61886,52
Sulawesi Tenggara,SMP,Perempuan,6317,553
Kalimantan Tengah,SMP,Perempuan,53324,5859
Sulawesi Utara,SMP,Perempuan,5644,5511
Maluku,SMP,Perempuan,46036,4429
Kepulauan Riau,SMP,Perempuan,4405,4566
Bengkulu,SMP,Perempuan,43806,3441
Kepulauan Bangka Belitung,SMP,Perempuan,29691,2788
Sulawesi Barat,SMP,Perempuan,30061,3201
Maluku Utara,SMP,Perempuan,29788,2708
Papua Barat,SMP,Perempuan,2317,1969
Gorontalo,SMP,Perempuan,2532,2236
Kalimantan Utara,SMP,Perempuan,15363,1334
Luar Negeri,SMP,Perempuan,2302,149
Jawa Barat,SMP,Laki-laki,897343,37729
Jawa Timur,SMP,Laki-laki,639485,3469
Jawa Tengah,SMP,Laki-laki,597269,29473
Sumatera Utara,SMP,Laki-laki,335798,13293
Banten,SMP,Laki-laki,215674,963
Sulawesi Selatan,SMP,Laki-laki,185432,7369
Sumatera Selatan,SMP,Laki-laki,176447,9063
Jakarta,SMP,Laki-laki,180825,7999
Lampung,SMP,Laki-laki,158191,10509
Nusa Tenggara Timur,SMP,Laki-laki,168946,5437
Riau,SMP,Laki-laki,13175,5222
Sumatera Barat,SMP,Laki-laki,107867,7544
Kalimantan Barat,SMP,Laki-laki,116501,4268
Aceh,SMP,Laki-laki,99336,7868
Nusa Tenggara Barat,SMP,Laki-laki,90552,5935
Bali,SMP,Laki-laki,98882,551
Kalimantan Timur,SMP,Laki-laki,80174,3691
Papua,SMP,Laki-laki,68466,3154
Jambi,SMP,Laki-laki,63522,3689
Kalimantan Selatan,SMP,Laki-laki,60511,3894
Yogyakarta,SMP,Laki-laki,64096,416
Sulawesi Tengah,SMP,Laki-laki,65728,3584
Sulawesi Tenggara,SMP,Laki-laki,64667,3168
Kalimantan Tengah,SMP,Laki-laki,54985,2469
Sulawesi Utara,SMP,Laki-laki,59011,2338
Maluku,SMP,Laki-laki,49173,3385
Kepulauan Riau,SMP,Laki-laki,45518,2285
Bengkulu,SMP,Laki-laki,451,1699
Kepulauan Bangka Belitung,SMP,Laki-laki,29844,194
Sulawesi Barat,SMP,Laki-laki,29268,1998
Maluku Utara,SMP,Laki-laki,30901,1021
Papua Barat,SMP,Laki-laki,24756,1214
Gorontalo,SMP,Laki-laki,23953,1387
Kalimantan Utara,SMP,Laki-laki,15976,1059
Luar Negeri,SMP,Laki-laki,2294,174
Jawa Barat,SMA,Perempuan,393356,19691
Jawa Timur,SMA,Perempuan,300344,16853
Jawa Tengah,SMA,Perempuan,252069,12906
Sumatera Utara,SMA,Perempuan,203081,14102
Banten,SMA,Perempuan,100199,8793
Sulawesi Selatan,SMA,Perempuan,128517,9293
Sumatera Selatan,SMA,Perempuan,109902,55
Jakarta,SMA,Perempuan,88747,678
Lampung,SMA,Perempuan,83944,7353
Nusa Tenggara Timur,SMA,Perempuan,103238,10361
Riau,SMA,Perempuan,8482,7515
Sumatera Barat,SMA,Perempuan,84044,6558
Kalimantan Barat,SMA,Perempuan,66534,8443
Aceh,SMA,Perempuan,71759,4347
Nusa Tenggara Barat,SMA,Perempuan,52138,4192
Bali,SMA,Perempuan,43566,2582
Kalimantan Timur,SMA,Perempuan,41001,3605
Papua,SMA,Perempuan,29799,2759
Jambi,SMA,Perempuan,40756,2878
Kalimantan Selatan,SMA,Perempuan,36133,2626
Yogyakarta,SMA,Perempuan,39716,3591
Sulawesi Tengah,SMA,Perempuan,32201,2387
Sulawesi Tenggara,SMA,Perempuan,47866,2741
Kalimantan Tengah,SMA,Perempuan,30622,2873
Sulawesi Utara,SMA,Perempuan,32083,389
Maluku,SMA,Perempuan,35447,2529
Kepulauan Riau,SMA,Perempuan,24205,2459
Bengkulu,SMA,Perempuan,26398,1985
Kepulauan Bangka Belitung,SMA,Perempuan,152,1183
Sulawesi Barat,SMA,Perempuan,16581,1832
Maluku Utara,SMA,Perempuan,20016,1175
Papua Barat,SMA,Perempuan,13435,942
Gorontalo,SMA,Perempuan,1612,1359
Kalimantan Utara,SMA,Perempuan,8765,650
Luar Negeri,SMA,Perempuan,349,62
Jawa Barat,SMA,Laki-laki,313383,16257
Jawa Timur,SMA,Laki-laki,23335,14989
Jawa Tengah,SMA,Laki-laki,153258,11168
Sumatera Utara,SMA,Laki-laki,163246,7774
Banten,SMA,Laki-laki,84567,555
Sulawesi Selatan,SMA,Laki-laki,101269,4624
Sumatera Selatan,SMA,Laki-laki,93196,4683
Jakarta,SMA,Laki-laki,7718,4115
Lampung,SMA,Laki-laki,66515,6255
Nusa Tenggara Timur,SMA,Laki-laki,8402,4166
Riau,SMA,Laki-laki,69013,3338
Sumatera Barat,SMA,Laki-laki,61573,4745
Kalimantan Barat,SMA,Laki-laki,57884,2872
Aceh,SMA,Laki-laki,61231,423
Nusa Tenggara Barat,SMA,Laki-laki,483,3239
Bali,SMA,Laki-laki,44071,2876
Kalimantan Timur,SMA,Laki-laki,33163,206
Papua,SMA,Laki-laki,33217,1799
Jambi,SMA,Laki-laki,35531,2143
Kalimantan Selatan,SMA,Laki-laki,31325,1854
Yogyakarta,SMA,Laki-laki,33606,2879
Sulawesi Tengah,SMA,Laki-laki,23201,1861
Sulawesi Tenggara,SMA,Laki-laki,42691,1654
Kalimantan Tengah,SMA,Laki-laki,27629,1634
Sulawesi Utara,SMA,Laki-laki,2927,1824
Maluku,SMA,Laki-laki,33856,1833
Kepulauan Riau,SMA,Laki-laki,19669,1433
Bengkulu,SMA,Laki-laki,2169,1101
Kepulauan Bangka Belitung,SMA,Laki-laki,12375,857
Sulawesi Barat,SMA,Laki-laki,13163,1301
Maluku Utara,SMA,Laki-laki,19126,628
Papua Barat,SMA,Laki-laki,13043,651
Gorontalo,SMA,Laki-laki,12424,832
Kalimantan Utara,SMA,Laki-laki,8029,531
Luar Negeri,SMA,Laki-laki,329,68
Jawa Barat,SMK,Perempuan,460733,25347
Jawa Timur,SMK,Perempuan,303709,20936
Jawa Tengah,SMK,Perempuan,324008,20995
Sumatera Utara,SMK,Perempuan,128619,10773
Banten,SMK,Perempuan,111148,5776
Sulawesi Selatan,SMK,Perempuan,55199,4426
Sumatera Selatan,SMK,Perempuan,48412,5905
Jakarta,SMK,Perempuan,106277,535
Lampung,SMK,Perempuan,61154,3502
Nusa Tenggara Timur,SMK,Perempuan,37645,4104
Riau,SMK,Perempuan,39781,4568
Sumatera Barat,SMK,Perempuan,36572,6093
Kalimantan Barat,SMK,Perempuan,31576,4904
Aceh,SMK,Perempuan,21419,3075
Nusa Tenggara Barat,SMK,Perempuan,28445,215
Bali,SMK,Perempuan,44703,2861
Kalimantan Timur,SMK,Perempuan,31753,238
Papua,SMK,Perempuan,12504,2132
Jambi,SMK,Perempuan,21568,2067
Kalimantan Selatan,SMK,Perempuan,24252,2566
Yogyakarta,SMK,Perempuan,20999,1737
Sulawesi Tengah,SMK,Perempuan,38387,3489
Sulawesi Tenggara,SMK,Perempuan,14131,1608
Kalimantan Tengah,SMK,Perempuan,14838,2365
Sulawesi Utara,SMK,Perempuan,23983,1461
Maluku,SMK,Perempuan,9592,1582
Kepulauan Riau,SMK,Perempuan,12514,1555
Bengkulu,SMK,Perempuan,11338,1312
Kepulauan Bangka Belitung,SMK,Perempuan,11107,119
Sulawesi Barat,SMK,Perempuan,12714,940
Maluku Utara,SMK,Perempuan,7812,1064
Papua Barat,SMK,Perempuan,5514,826
Gorontalo,SMK,Perempuan,8583,681
Kalimantan Utara,SMK,Perempuan,4149,380
Luar Negeri,SMK,Perempuan,45,5
Jawa Barat,SMK,Laki-laki,619378,27048
Jawa Timur,SMK,Laki-laki,441717,2167
Jawa Tengah,SMK,Laki-laki,450981,22655
Sumatera Utara,SMK,Laki-laki,172137,809
Banten,SMK,Laki-laki,142437,4109
Sulawesi Selatan,SMK,Laki-laki,75812,2793
Sumatera Selatan,SMK,Laki-laki,66817,5776
Jakarta,SMK,Laki-laki,117422,4681
Lampung,SMK,Laki-laki,80745,3486
Nusa Tenggara Timur,SMK,Laki-laki,46209,2375
Riau,SMK,Laki-laki,56857,2828
Sumatera Barat,SMK,Laki-laki,50975,5263
Kalimantan Barat,SMK,Laki-laki,37692,2563
Aceh,SMK,Laki-laki,32931,3505
Nusa Tenggara Barat,SMK,Laki-laki,43372,2062
Bali,SMK,Laki-laki,53997,2796
Kalimantan Timur,SMK,Laki-laki,43521,1775
Papua,SMK,Laki-laki,20229,1594
Jambi,SMK,Laki-laki,29266,1574
Kalimantan Selatan,SMK,Laki-laki,32958,2186
Yogyakarta,SMK,Laki-laki,23787,1333
Sulawesi Tengah,SMK,Laki-laki,50522,3228
Sulawesi Tenggara,SMK,Laki-laki,18011,1095
Kalimantan Tengah,SMK,Laki-laki,19301,1725
Sulawesi Utara,SMK,Laki-laki,26283,867
Maluku,SMK,Laki-laki,1236,126
Kepulauan Riau,SMK,Laki-laki,1777,1044
Bengkulu,SMK,Laki-laki,17005,1021
Kepulauan Bangka Belitung,SMK,Laki-laki,1328,1024
Sulawesi Barat,SMK,Laki-laki,14345,809
Maluku Utara,SMK,Laki-laki,903,653
Papua Barat,SMK,Laki-laki,805,768
Gorontalo,SMK,Laki-laki,10182,493
Kalimantan Utara,SMK,Laki-laki,4861,369
Luar Negeri,SMK,Laki-laki,22,11
Jawa Barat,SLB,Perempuan,9278,2.924
Jawa Timur,SLB,Perempuan,7838,2.481
Jawa Tengah,SLB,Perempuan,7176,1.891
Sumatera Utara,SLB,Perempuan,1947,543
Banten,SLB,Perempuan,2076,860
Sulawesi Selatan,SLB,Perempuan,1886,341
Sumatera Selatan,SLB,Perempuan,933,750
Jakarta,SLB,Perempuan,2271,272
Lampung,SLB,Perempuan,782,414
Nusa Tenggara Timur,SLB,Perempuan,1065,655
Riau,SLB,Perempuan,1115,402
Sumatera Barat,SLB,Perempuan,2373,839
Kalimantan Barat,SLB,Perempuan,505,1.092
Aceh,SLB,Perempuan,1377,415
Nusa Tenggara Barat,SLB,Perempuan,1352,171
Bali,SLB,Perempuan,806,211
Kalimantan Timur,SLB,Perempuan,789,259
Papua,SLB,Perempuan,291,397
Jambi,SLB,Perempuan,722,187
Kalimantan Selatan,SLB,Perempuan,860,277
Yogyakarta,SLB,Perempuan,519,376
Sulawesi Tengah,SLB,Perempuan,2011,874
Sulawesi Tenggara,SLB,Perempuan,1129,197
Kalimantan Tengah,SLB,Perempuan,439,206
Sulawesi Utara,SLB,Perempuan,565,113
Maluku,SLB,Perempuan,347,71
Kepulauan Riau,SLB,Perempuan,522,199
Bengkulu,SLB,Perempuan,524,182
Kepulauan Bangka Belitung,SLB,Perempuan,383,184
Sulawesi Barat,SLB,Perempuan,573,187
Maluku Utara,SLB,Perempuan,374,151
Papua Barat,SLB,Perempuan,97,107
Gorontalo,SLB,Perempuan,379,27
Kalimantan Utara,SLB,Perempuan,125,33
Luar Negeri,SLB,Perempuan,0,0
Jawa Barat,SLB,Laki-laki,13593,1.243
Jawa Timur,SLB,Laki-laki,11498,864
Jawa Tengah,SLB,Laki-laki,10411,812
Sumatera Utara,SLB,Laki-laki,2879,140
Banten,SLB,Laki-laki,3328,280
Sulawesi Selatan,SLB,Laki-laki,2719,103
Sumatera Selatan,SLB,Laki-laki,1536,280
Jakarta,SLB,Laki-laki,3529,134
Lampung,SLB,Laki-laki,1085,198
Nusa Tenggara Timur,SLB,Laki-laki,143,181
Riau,SLB,Laki-laki,194,115
Sumatera Barat,SLB,Laki-laki,4113,302
Kalimantan Barat,SLB,Laki-laki,880,191
Aceh,SLB,Laki-laki,2091,220
Nusa Tenggara Barat,SLB,Laki-laki,1941,59
Bali,SLB,Laki-laki,1289,138
Kalimantan Timur,SLB,Laki-laki,1581,93
Papua,SLB,Laki-laki,380,173
Jambi,SLB,Laki-laki,1222,73
Kalimantan Selatan,SLB,Laki-laki,1404,97
Yogyakarta,SLB,Laki-laki,875,130
Sulawesi Tengah,SLB,Laki-laki,3114,361
Sulawesi Tenggara,SLB,Laki-laki,1761,73
Kalimantan Tengah,SLB,Laki-laki,671,64
Sulawesi Utara,SLB,Laki-laki,817,27
Maluku,SLB,Laki-laki,579,39
Kepulauan Riau,SLB,Laki-laki,791,61
Bengkulu,SLB,Laki-laki,819,38
Kepulauan Bangka Belitung,SLB,Laki-laki,605,79
Sulawesi Barat,SLB,Laki-laki,818,61
Maluku Utara,SLB,Laki-laki,537,55
Papua Barat,SLB,Laki-laki,141,48
Gorontalo,SLB,Laki-laki,564,5
Kalimantan Utara,SLB,Laki-laki,274,15
Luar Negeri,SLB,Laki-laki,0,0
Jawa Barat,SD,Perempuan,2147881,13154
Jawa Timur,SD,Perempuan,1346694,115818
Jawa Tengah,SD,Perempuan,1350012,106457
Sumatera Utara,SD,Perempuan,809822,77243
Banten,SD,Perempuan,566809,48655
Sulawesi Selatan,SD,Perempuan,435552,3962
Sumatera Selatan,SD,Perempuan,440385,35686
Jakarta,SD,Perempuan,387159,36691
Lampung,SD,Perempuan,400877,3166
Nusa Tenggara Timur,SD,Perempuan,348472,34728
Riau,SD,Perempuan,377144,3569
Sumatera Barat,SD,Perempuan,29918,27718
Kalimantan Barat,SD,Perempuan,278764,3303
Aceh,SD,Perempuan,232765,21835
Nusa Tenggara Barat,SD,Perempuan,244656,22305
Bali,SD,Perempuan,191405,14801
Kalimantan Timur,SD,Perempuan,19544,17558
Papua,SD,Perempuan,183924,18312
Jambi,SD,Perempuan,189777,16465
Kalimantan Selatan,SD,Perempuan,179454,16918
Yogyakarta,SD,Perempuan,15588,15448
Sulawesi Tengah,SD,Perempuan,141387,13144
Sulawesi Tenggara,SD,Perempuan,146255,1549
Kalimantan Tengah,SD,Perempuan,133775,1329
Sulawesi Utara,SD,Perempuan,108457,11172
Maluku,SD,Perempuan,104651,8935
Kepulauan Riau,SD,Perempuan,108645,10098
Bengkulu,SD,Perempuan,98874,9256
Kepulauan Bangka Belitung,SD,Perempuan,77706,8021
Sulawesi Barat,SD,Perempuan,73868,6778
Maluku Utara,SD,Perempuan,71466,5811
Papua Barat,SD,Perempuan,61899,5849
Gorontalo,SD,Perempuan,56402,4665
Kalimantan Utara,SD,Perempuan,37303,3407
Luar Negeri,SD,Perempuan,6356,245
Jawa Barat,SD,Laki-laki,2303360,65934
Jawa Timur,SD,Laki-laki,1458126,66241
Jawa Tengah,SD,Laki-laki,1468023,5473
Sumatera Utara,SD,Laki-laki,876058,21399
Banten,SD,Laki-laki,613195,16097
Sulawesi Selatan,SD,Laki-laki,471776,14796
Sumatera Selatan,SD,Laki-laki,478834,17093
Jakarta,SD,Laki-laki,41512,15231
Lampung,SD,Laki-laki,435232,16451
Nusa Tenggara Timur,SD,Laki-laki,389896,9721
Riau,SD,Laki-laki,411709,11554
Sumatera Barat,SD,Laki-laki,32959,10825
Kalimantan Barat,SD,Laki-laki,307125,8215
Aceh,SD,Laki-laki,254498,14035
Nusa Tenggara Barat,SD,Laki-laki,265802,12598
Bali,SD,Laki-laki,207599,9318
Kalimantan Timur,SD,Laki-laki,212718,7449
Papua,SD,Laki-laki,199034,9263
Jambi,SD,Laki-laki,225201,7312
Kalimantan Selatan,SD,Laki-laki,196404,713
Yogyakarta,SD,Laki-laki,170276,605
Sulawesi Tengah,SD,Laki-laki,151999,5811
Sulawesi Tenggara,SD,Laki-laki,159642,7494
Kalimantan Tengah,SD,Laki-laki,147806,2962
Sulawesi Utara,SD,Laki-laki,119164,3971
Maluku,SD,Laki-laki,115784,7049
Kepulauan Riau,SD,Laki-laki,117413,4303
Bengkulu,SD,Laki-laki,109527,3845
Kepulauan Bangka Belitung,SD,Laki-laki,84423,3774
Sulawesi Barat,SD,Laki-laki,8136,2634
Maluku Utara,SD,Laki-laki,7864,2639
Papua Barat,SD,Laki-laki,68552,1469
Gorontalo,SD,Laki-laki,60786,2336
Kalimantan Utara,SD,Laki-laki,40871,2153
Luar Negeri,SD,Laki-laki,6878,152
Jawa Barat,SMP,Perempuan,860237,49838
Jawa Timur,SMP,Perempuan,58695,44375
Jawa Tengah,SMP,Perempuan,576372,39911
Sumatera Utara,SMP,Perempuan,32133,28502
Banten,SMP,Perempuan,202196,19173
Sulawesi Selatan,SMP,Perempuan,184189,17342
Sumatera Selatan,SMP,Perempuan,173508,11783
Jakarta,SMP,Perempuan,177524,14333
Lampung,SMP,Perempuan,153818,14299
Nusa Tenggara Timur,SMP,Perempuan,171375,16522
Riau,SMP,Perempuan,12773,13656
Sumatera Barat,SMP,Perempuan,105317,11707
Kalimantan Barat,SMP,Perempuan,116391,13408
Aceh,SMP,Perempuan,90626,9599
Nusa Tenggara Barat,SMP,Perempuan,82883,8624
Bali,SMP,Perempuan,91372,6259
Kalimantan Timur,SMP,Perempuan,76207,687
Papua,SMP,Perempuan,61499,5827
Jambi,SMP,Perempuan,55606,5968
Kalimantan Selatan,SMP,Perempuan,56546,6452
Yogyakarta,SMP,Perempuan,64285,6655
Sulawesi Tengah,SMP,Perempuan,61846,523
Sulawesi Tenggara,SMP,Perempuan,63287,5789
Kalimantan Tengah,SMP,Perempuan,53156,5906
Sulawesi Utara,SMP,Perempuan,56329,553
Maluku,SMP,Perempuan,45843,4381
Kepulauan Riau,SMP,Perempuan,4391,4743
Bengkulu,SMP,Perempuan,43897,3662
Kepulauan Bangka Belitung,SMP,Perempuan,29535,2889
Sulawesi Barat,SMP,Perempuan,30159,325
Maluku Utara,SMP,Perempuan,29821,2129
Papua Barat,SMP,Perempuan,23168,2713
Gorontalo,SMP,Perempuan,25321,224
Kalimantan Utara,SMP,Perempuan,15253,1403
Luar Negeri,SMP,Perempuan,2325,144
Jawa Barat,SMP,Laki-laki,892258,37723
Jawa Timur,SMP,Laki-laki,637734,34566
Jawa Tengah,SMP,Laki-laki,594989,29367
Sumatera Utara,SMP,Laki-laki,334146,13181
Banten,SMP,Laki-laki,214117,9606
Sulawesi Selatan,SMP,Laki-laki,184712,7363
Sumatera Selatan,SMP,Laki-laki,175953,9105
Jakarta,SMP,Laki-laki,180224,8204
Lampung,SMP,Laki-laki,158004,10549
Nusa Tenggara Timur,SMP,Laki-laki,167571,5403
Riau,SMP,Laki-laki,13089,5267
Sumatera Barat,SMP,Laki-laki,107215,7652
Kalimantan Barat,SMP,Laki-laki,115919,4242
Aceh,SMP,Laki-laki,99584,7871
